Date,Open,High,Low,Close,Adj Close,Volume,smoothed_price,RSI,%K,%R,MACD,Signal Line,PROC,OBV,Label
2001-09-14,7.166466000000001,7.2639830000000005,7.124674000000001,7.2241800000000005,5.560975,3855436.0,5.49835939146549,52.453650946016566,17.916429622902974,-82.08357037709703,0.022032908850738053,0.03761449258220565,0.009080473228246028,-123595084.0,-1.0
2001-09-17,7.180397,7.222189999999999,7.06497,7.1326339999999995,5.490505000000001,4514257.0,5.560131863034912,55.34149248111028,34.130613418365854,-65.86938658163415,0.01990201589630658,0.03407199724502584,0.020935309784390024,-119080827.0,-1.0
2001-09-18,7.140594999999999,7.273934,7.1346240000000005,7.214230000000001,5.5533150000000004,5413338.0,5.491442545499626,41.8647816834899,8.651853210597755,-91.34814678940225,0.012526219551458162,0.029762841706312305,-0.027040578760607007,-124494165.0,-1.0
2001-09-19,7.2241800000000005,7.347567999999999,7.176417,7.347567999999999,5.6559550000000005,4346710.0,5.552481869815197,48.8322462909992,31.293020182182556,-68.70697981781744,0.011473946639198651,0.026105062692889574,-0.0038931099200341995,-120147455.0,-1.0
2001-09-20,7.3435880000000004,7.3734399999999996,7.2639830000000005,7.285874000000001,5.608464,5614375.0,5.654561704893653,48.51106929966066,69.15724322787543,-30.842756772124574,0.01866187981517875,0.024616426117347413,-0.004839247912158103,-114533080.0,-1.0
2001-09-21,7.2202,7.283884,7.164476,7.176417,5.524207,3959394.0,5.60908471869796,46.82116444620912,52.288576194507215,-47.711423805492785,0.02045298662615913,0.023783738219109757,-0.010727529503870351,-118492474.0,-1.0
2001-09-24,7.176417,7.242091,7.164476,7.1744270000000006,5.522676000000001,2044386.0,5.52534990260562,43.18523948346771,21.229026080876725,-78.77097391912328,0.014943492540488101,0.02201568908338543,-0.024947857998615198,-120536860.0,-1.0
2001-09-25,7.2202,7.271942999999999,7.1744270000000006,7.210249,5.55025,1752873.0,5.522712004858543,38.904953894054195,20.407082862385725,-79.59291713761428,0.010246210544363699,0.019661793375581084,-0.03747139124088618,-122289733.0,-1.0
2001-09-26,7.186367999999999,7.260003,7.164476,7.180397,5.527272,2490417.0,5.549879193068763,40.65568706270907,43.8531298528,-56.1468701472,0.008616421025202214,0.01745271890550531,-0.0323878231799921,-119799316.0,-1.0
2001-09-27,7.180397,7.359509,7.164476,7.303786,5.622252,4410781.0,5.527576412279929,44.68164443821868,31.89094710572521,-68.10905289427478,0.00546218836435397,0.015054612797275041,-0.01710637076317922,-124210097.0,-1.0
2001-09-28,7.3435880000000004,7.4032919999999995,7.2639830000000005,7.381400999999999,5.681998999999999,8586599.0,5.620977166303315,59.07525723139672,79.41103993234056,-20.58896006765944,0.010379448699009863,0.014119579977622006,0.02795469029321646,-115623498.0,-1.0
2001-10-08,7.36349,7.399311999999999,7.214230000000001,7.279903999999999,5.603868,3292328.0,5.681177323666074,54.06499190472486,100.0,-0.0,0.018916010532034733,0.015078866088504552,0.010853891571757025,-112331170.0,-1.0
2001-10-09,7.283884,7.462996,7.283884,7.4231940000000005,5.714169,4802956.0,5.6049089920154795,52.91188960621579,59.802661173858695,-40.197338826141305,0.019304549494248313,0.015924002769653306,0.008030053587003275,-117134126.0,-1.0
2001-10-10,7.4231940000000005,7.449064999999999,7.170447,7.184378,5.530335,8817850.0,5.712697782939373,62.100635531800535,100.0,-0.0,0.02798750152416396,0.01833670252055544,0.036297978623885854,-108316276.0,-1.0
2001-10-11,7.166466000000001,7.2639830000000005,7.094822,7.114723,5.476717,6183930.0,5.532790566702154,51.73462767618346,18.6879287835109,-81.3120712164891,0.02011986547712219,0.01869333511186879,0.006262081611127084,-114500206.0,-1.0
2001-10-12,7.144575,7.2938350000000005,6.7764,7.164476,5.515015,10054958.0,5.477472046512481,45.8083763922278,0.0,-100.0,0.00931360353935684,0.0168173887973664,-0.014866520895299936,-124555164.0,-1.0
2001-10-15,7.144575,7.164476,6.945562,7.025167,5.407779,4901839.0,5.514509473461095,51.20850241726096,15.745482408182456,-84.25451759181755,0.0036955736462465083,0.014193025767142424,0.004200522498477656,-119653325.0,-1.0
2001-10-16,6.991335,7.124674000000001,6.915710000000001,6.925660000000001,5.331181,4180581.0,5.409216156159342,42.82677235819742,0.0,-100.0,-0.009147598432497794,0.009524900927214381,-0.025802103818597995,-123833906.0,-1.0
2001-10-17,6.9236699999999995,6.927650999999999,6.746548,6.806252000000001,5.2392650000000005,6284848.0,5.332231765556291,33.44510583286139,0.0,-100.0,-0.02524687155161498,0.002570546431448509,-0.05700352320117156,-130118754.0,1.0
2001-10-18,6.806252000000001,6.897799000000001,6.748539,6.7744100000000005,5.214753,2504084.0,5.240516823920579,31.92863276490411,0.0,-99.99999999999999,-0.044888840176546374,-0.006921330890150468,-0.0657090975197352,-132622838.0,1.0
2001-10-19,6.76645,6.796302000000001,6.569427,6.666942999999999,5.132029,7882661.0,5.2150999172115045,33.86532541791249,0.0,-100.0,-0.061793852709321584,-0.017895835253984693,-0.05615028746827583,-140505499.0,1.0
2001-10-22,6.627141,6.706746000000001,6.507733,6.525644000000001,5.02326,4904522.0,5.133147573510088,31.284492740503396,0.0,-100.0,-0.08087182609768462,-0.03049103342272468,-0.0705386105604891,-145410021.0,1.0
2001-10-23,7.164476,7.178407000000001,6.967453,7.178407000000001,5.52574,20399767.0,5.024739667408791,26.597930707564473,0.0,-100.00000000000001,-0.1035452641268737,-0.04510187956355449,-0.09462179398712295,-165809788.0,1.0
2001-10-24,7.319707000000001,7.323687,6.987355,7.136614,5.493568,20442051.0,5.518993888130848,49.73077731846555,71.84365000780134,-28.156349992198663,-0.08070166361776199,-0.052221836374395994,-0.0015526739947030654,-145367737.0,1.0
2001-10-25,7.1047720000000005,7.124674000000001,6.937601,6.941580999999999,5.343437000000001,8058187.0,5.49391036681005,45.83559032054721,68.19756738234207,-31.80243261765794,-0.06388554339698072,-0.05455457777891294,-0.022605820257553404,-153425924.0,1.0
2001-10-26,6.905759,6.985364,6.850035000000001,6.965463000000001,5.36182,4523417.0,5.345463166650585,39.5991278785429,46.619625817545455,-53.38037418245454,-0.06182442194445148,-0.05600854661202065,-0.05909235672278786,-157949341.0,1.0
2001-10-29,6.941580999999999,7.090841,6.941580999999999,7.025167,5.407779,2305303.0,5.361599750590125,42.17022388639096,48.965202325076675,-51.03479767492333,-0.05821778252128773,-0.056450393793874065,-0.043410025349557436,-155644038.0,1.0
2001-10-30,7.015216000000001,7.0629800000000005,6.949542,6.965463000000001,5.36182,1750722.0,5.407157183281953,39.7573531304722,75.27149669551973,-24.728503304480267,-0.05109440620554295,-0.05537919627620785,-0.053484467631019945,-153893316.0,1.0
2001-10-31,6.965463000000001,6.983374,6.925660000000001,6.975414,5.3694809999999995,2393041.0,5.362430478058308,43.71982074301883,68.32330337132665,-31.676696628673362,-0.04849908322722474,-0.054003173666411226,-0.030790988126158117,-156286357.0,1.0
2001-11-01,6.975414,7.0928320000000005,6.955512,7.078900999999999,5.449142,3337983.0,5.369386062718204,45.8681732279858,69.73059224581206,-30.26940775418795,-0.045358152963909326,-0.05227416952591085,-0.019732822527701414,-152948374.0,1.0
2001-11-02,7.021186999999999,7.108753,6.997305,7.037108,5.416972,1726116.0,5.448068063636827,47.538501515518085,85.64993043652603,-14.350069563473973,-0.036103781283030045,-0.04904009187733469,-0.012048471426882354,-151222258.0,-1.0
2001-11-05,6.965463000000001,7.017207000000001,6.905759,6.945562,5.346501,1854529.0,5.417390717334776,50.32057175948097,79.44313542782902,-20.556864572170966,-0.030888961793238856,-0.04540986586051553,0.00151122841821091,-153076787.0,-1.0
2001-11-06,6.925660000000001,7.025167,6.909739,6.995315,5.3848,1311123.0,5.347455550191692,50.600331650098404,65.29350064253272,-34.70649935746729,-0.03203013977939406,-0.04273392064429124,0.0028550493123234715,-154387910.0,1.0
2001-11-07,6.965463000000001,6.965463000000001,6.726647,6.736598,5.185647,4685617.0,5.384297146369553,55.92627742895225,72.74747769184123,-27.252522308158778,-0.029620278509010944,-0.040111192217235185,0.02743628677856388,-149702293.0,1.0
2001-11-08,6.637091000000001,6.7445580000000005,6.5634559999999995,6.706746000000001,5.162667,3719430.0,5.188321880679822,49.03232869714461,33.09677619587209,-66.9032238041279,-0.043028012058642595,-0.040694556185516664,-0.005134712077769908,-153421723.0,1.0
2001-11-09,6.706746000000001,6.861975999999999,6.635101,6.796302000000001,5.231605,1889703.0,5.163012450259805,51.12528646097049,27.976044928662603,-72.02395507133741,-0.055061284792758514,-0.04356790190696504,0.005818043670483143,-155311426.0,1.0
2001-11-12,6.846055000000001,6.846055000000001,6.670922999999999,6.686845,5.147347,1348317.0,5.230681381822854,58.00550267818795,19.00911799439462,-80.99088200560537,-0.05846349214018165,-0.04654701995360836,0.040985549112092665,-153963109.0,1.0
